username,handle,postDate,content,retweets,likes
V. Ganesh,@vganesh,2020-10-28T10:10:57.000Z,"Google lens results can sometimes be hilarious - it labelled a yellow ball once as a cheeseburger and another time as a mango. 
The so called AI has a long long way to go - or they are on a completely wrong path, and we just have lot of hype.",,1
Jose Muga - Know Thyself,@jpmuga,2020-10-28T10:05:09.000Z,"Its like what Apple, Google and Microsoft have been doing with our devices for 10+ years, essentially by the time the product is mass adopted the AI in the car will be too intelligent you will have no option but to pay it a monthly fee to help drive you around. #Tesla",,
Shiv hi Satya hai,@priyankac2890,2020-10-28T09:54:34.000Z,"We live in digital world. Is it so dificult 2 identify n reach d culprits of SSR. I c 2 options 
1 Govt/CBI dnt hve sufficient tools/knowledge 2 anlyze digital data n relate wid SSR life n ppl around.
2. CBI under pressure.
U c everythin is AI. google acc is suficient 4 findngs",,
Mirza A. Baig,@k0mmunicat0r,2020-10-28T09:49:14.000Z,"I still use google assistant on iPhone  but never had issues with the accent. To me, Google has better voice recognition AI.",,
Andrea,@aicoding_,2020-10-28T09:13:53.000Z,"Today at the 
@odsc
, I will attend:

- Keynotes
- NLP with Pytorch training
- Exploring the Interconnected World: Network/Graph Analysis in Python workshop
- Building ML Models in a Cloud Environment workshop
- How google uses AI talk

Exciting!

#DataScience #100DaysOfMLCode",3,10
James Westgate,@jameswestgate,2020-10-28T08:48:10.000Z,"Another mitigation I could think of in helping make an informed decision is  something similar to Google’s page rank - visiting a site with a very low page rank vs a similar website with a high page rank (using soundex / Levenshtein distance or AI  algorithm), you get an alert.",,1
#다시태어나도소원할게,@jasminelep,2020-10-28T08:46:51.000Z,"But why did they show Google searches of Taeyeon, Yoona and Seulgi in that video when the AI bot was talking abt smth (synching?)

I mean, (just guessing) but if it's smth along the lines of what visuals they used to design the AI, that AI does no justice to their looks at all",1,13
종인아 사랑해,@jongnugget,2020-10-28T08:13:22.000Z,I think the AI thing will just turn out to be an unnecessarily expensive Siri/Google Asst. with your fave idol's voice. Maybe a little animation face or a clip of the AI dancing. Anything beyond that would be 1) too difficult to make and 2) too expensive for their target audience,,5
Kristine (@Schachin on Spoutible too),Kristine (@Schachin on Spoutible too),2020-10-28T07:43:28.000Z,"By the way to prove my point ;) I'm the only person here who mentioned AI, NLP, or a machine learning which is where Google is going (Bing too) and that is because SEO is it's own discipline and not a subset of marketing  :)",,
J-Moon 𖧵,@J_moon789,2020-10-28T04:05:25.000Z,Isn’t this like google had that AI influencer,,
margo saw skz (the sequel),@leemiroh,2020-10-28T03:54:36.000Z,we can’t excuse the ai girls from cultural appropriation cuz they can literally just close their eyes and google that shit,,
sarah,@softqianhyuk,2020-10-28T03:44:26.000Z,"i think lee sooman could do a collaboration project with google, his imaginations and innovations about AI are INSANE.",,
TouchStarvationPersonified⁷ #¹,@aphroyg,2020-10-28T03:44:17.000Z,"Artificial intelligence. It means an intelligent program, that can think. Apple Siri and Google Assistant are examples for AI. But I think in order to make these AI idols behave like their IRL counterparts, the program has to be much more advanced and intricate",,1
Anix,@Anix74930517,2020-10-28T03:29:20.000Z,Maybe they are trying to copy league of legends concept but don't know if AI stuff hit tho. So confusing is the ai gonna sing or the actual members. Or does the ai is just for fun like a interactive Google assistance who gets info from cloud and adjust for each member,,2
nana,@johnnyjusuhyo,2020-10-28T03:25:07.000Z,"me: completely weirded out about ai sm artists
also me: buys 10 ai and programs him into google home so i can pretend 10 is my best friend",,
Rachel,@Rachel_Levine,2020-10-28T03:17:24.000Z,Now that I am actually doing some NLP with google’s AI thing... it is creepy.,1,
rhi,@lestating,2020-10-28T03:10:41.000Z,i dont fuck w/ ai i dont even keep my google home plugged in if im not using it I HATE IT HERE,,1
Cliff Watkins,@cliff_watkins,2020-10-28T03:09:44.000Z,Just imagine if all the grad students making 25-30K/year were employed by Google to do the software innovation and research required to make AI deliverable...,,1
aespajjang,@iveaespajjang,2020-10-28T03:09:05.000Z,Exactly!! I just hope its a part of their marketing tactic to gain high shares from the shareholders. AI is complicated and the closest one we could have now is Google Alexa and Siri but its just their voice. this virtual thingy could get scary and increase obsession dont u think,,6
RENJUN LUVR,@koushiren,2020-10-28T03:07:13.000Z,help i remember doing a bit of research on AI ethics bc i wanted to write AI au.... i was looking up on google scholar and ebsco and shit,,
mook,@doongism,2020-10-28T02:34:46.000Z,"sm can research virtual reality AI shit but not like ... existing cultures ?? 
it’s a google search away!!",,
Hol’ up! - pronouns of beer / please,@Alberta_Kurgan,2020-10-28T02:29:35.000Z,"I would recommend Spotify. I  have a family account for $9 a month. Worth every cent. AMD each speaker can play independently if wanted. Though I have to admit, their AI for listening is pretty shit this weather.",,
Penguin Prof,@penguinprof,2020-10-28T01:10:54.000Z,I am chatting with Google support right now and I honestly cannot tell if this is a person or AI. And it’s freaking me out.,,
Sapna Satagopan,@sapnaSF,2020-10-28T01:09:43.000Z,I suppose that's an example of AI always learning. Reminds me to check if Google Docs is still in beta :-p,,
Ryan Salinger,@Ryan_Salinger,2020-10-28T00:19:42.000Z,"The only problem with Google AI managing notifications, if you open an app that you haven't in a while, Google's like ""I'M SO GLAD YOU'RE INTO THIS APP NOW, HERE'S 10 NOTIFICATIONS IN AN HOUR SO YOU KNOW IM HERE""",,
Numin,@numincapital,2020-10-27T23:30:22.000Z,Numin was founded by a team of ex-Google engineers. Their AI computer-aided algorithmic approach is there to get rid of any human error. #financialplanning #stockmarket #google #investing #algorithm #forextrading,,1
SEO Marketing 101,@_SEO_Marketing_,2020-10-27T23:07:01.000Z,"BrainRank is an extension of HummindBird, it's an advanced machine learning AI (not a true AI). Basically Google is getting better at understanding what a searcher is looking for. Going beyond the mere keywords, but their meaning - David Law",1,
trstdtravlr,@trstdtravlr,2020-10-27T22:58:28.000Z,"Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
sun,@file_KSA580,2020-10-27T22:55:06.000Z,"sun @sun_KSA580 
Moon 
@BALL_278
Book 
@F402T136
Doom 
@4021362288069TR
Shit 
@JKQDSC
One 
@mirkvd
Hell 
@DZC108
Reality 
@COM_TLVZWP8069
Ka 
@MX_631
99 
@HYZR99
Dog 
@DOGLV246
Allah 
@ISBN711
AI @AIFTCPGW
Cs 
@KJD70Q59
Sobek 
@FT
 @business
 @cnnbusiness
 @bbcbusiness
 @CNBCi
 @Google
 @Googlez",,
MOON,@BALL_278,2020-10-27T22:41:44.000Z,"Moon 
@BALL_278
Book 
@F402T136
Doom 
@4021362288069TR
Shit 
@JKQDSC
One 
@mirkvd
Hell 
@DZC108
Reality 
@COM_TLVZWP8069
Ka 
@MX_631
99 
@HYZR99
Dog 
@DOGLV246
Allah 
@ISBN711
AI @AIFTCPGW
Cs 
@KJD70Q59
Sobek 
@FT
 @METROUK
 @business
 @cnnbusiness
 @bbcbusiness
 @CNBCi
 @Google
 @IBM
 @GOOGLEZ",,
sun,@file_KSA580,2020-10-27T22:27:19.000Z,"sun @sun_KSA580 
Moon 
@BALL_278
Book 
@F402T136
Doom 
@4021362288069TR
Shit 
@JKQDSC
One 
@mirkvd
Hell 
@DZC108
Reality 
@COM_TLVZWP8069
Ka 
@MX_631
99 
@HYZR99
Dog 
@DOGLV246
Allah 
@ISBN711
AI @AIFTCPGW
Cs 
@KJD70Q59
Sobek 
@FT
  @business
 @cnnbusiness
 @bbcbusiness
 @CNBCi
 @Google
 @Googlez",,
trstdtravlr,@trstdtravlr,2020-10-27T22:18:31.000Z,"rumours of Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
spaikou x,@spaikou,2020-10-27T21:35:42.000Z,Google play car j'ai un Samsung,,
Liam,@liam01,2020-10-27T21:32:00.000Z,I have a nagging suspicion unleashing a top shelf Machine Learning tool on the Bitcoin source code might uncover something. The Google AI found strategies for Go no human has in 1000s of years.,,
trstdtravlr,@trstdtravlr,2020-10-27T20:18:17.000Z,"Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
protski,@protski,2020-10-27T20:16:18.000Z,Those google AIs aren’t going to learn by themselves,,
"Dr. Joey, PhDeez (,)",@joeydiblasi,2020-10-27T20:10:48.000Z,"searching for memes on google is horrible

ai sense of humor is boomer level cringe",,8
⁷♪DDAYonTstreet ♡FACE✧ ᴾʳᵒᵒᶠ ✧* ⟭⟬방탄소년단⟬⟭,@losthunny,2020-10-27T19:37:16.000Z,Omg do u have Google photos?? They have like an AI sorting for faces!!!,,
mj levitt,@namelevitt,2020-10-27T19:20:23.000Z,Is this the FeFe Li that worked for Google & had AI show in Beijing & now is at Twitter?,,
Abhishek Singh,@abhisheks1301,2020-10-27T17:30:35.000Z,Still better hardware optimisation needed to fulfill need for AI person ,,
Duke of Porchester,@PorchDuke,2020-10-27T17:12:25.000Z,"$2.5 bn from Mubadala and Silver Lake, two funds without deep technology investment experience. Google would not fund an AI product without a feedback loop, because every Google search improves their product in the same way that every Tesla fsd improves their autonomous software.",1,10
Anders,@AndersReiche,2020-10-27T16:53:36.000Z,"How do you define “AI software?” I’ve been using ML powered software functions for years. Google, Wolfram Alpha and various API’s spring to mind. Chatbots, video / picture editing with GAN networks etc.",,
𝐌𝕤𝕤 𝐌𝕡𝕡𝕖𝕥,@poppymoppet,2020-10-27T16:21:11.000Z,"Yes. And Google, stop trying to control AI. You are not contributing to the betterment of the species in doing so.",1,
caracol,@ellioioio,2020-10-27T16:11:16.000Z,The arms race is fake fake fake. Google parroting military Cold War rhetoric while playing both sides. It’s only a means to roll out the tech in a public way and tie it to national security / biosecurity so dumb dumbs consciously embrace an AI rule,2,2
Roger Dooley,@rogerdooley,2020-10-27T16:07:26.000Z,"Apparently, all of Google's AI and machine learning haven't quite figured out context yet.",,2
Mark Pitcavage,@egavactip,2020-10-27T15:51:57.000Z,"Google does that when its AI thinks someone doing searches might be a bot.  Because I often do many searches in a row, I frequently get this and have for some time.",,1
trstdtravlr,@trstdtravlr,2020-10-27T15:28:33.000Z,"some people say Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
John R. Burkhardt,@johnburk,2020-10-27T15:24:11.000Z,"@google
 Says they cancelled their collaboration with Total and Schlumberger but all they did was take the research and make it part of their cloud platform for all the oil companies to use. So they can contribute to causing insane weather, then sell AI to predict it! Brilliant.",,
Gabriel Goetten de Lima,@Gabriel_Goetten,2020-10-27T15:13:54.000Z,"reCAPTCHA from 
@Google
 is getting harder and harder. Besides, images that were supposed to appear, aren't - we are giving free advice from google for their AI, not happy with all sites adding this algorithm",,
Gauthier Garnier,@gauthiergarnier,2020-10-27T14:48:32.000Z,"You are getting confused by the ""limited beta"" meaning. It's not a beta like when Google launched ""Gmail"". It's the first time we are putting this kind of advanced AI under random drivers supervision. (with no training).",,1
brian,@invisiblestremu,2020-10-27T14:32:46.000Z,je n'ai pas d'amis (help idk french i used google translate),,
Tomomi Imura tomomi.bsky.social,@girlie_mac,2020-10-27T14:27:09.000Z,"Being celebrated by AI obnoxiously first in the morning gives me such a singularity feel. Google Home, you can stop singing now.",,5
Matt,@dive_monkey,2020-10-27T13:57:21.000Z,I am going to start charging Google for the time I put into solving their CAPTCHAS. I mean if they are going to monetise their AI I can monetise the my time.,,12
MOON,@BALL_278,2020-10-27T13:21:24.000Z,"Moon 
@BALL_278
Book 
@F402T136
Doom 
@4021362288069TR
Shit 
@JKQDSC
One 
@mirkvd
Hell 
@DZC108
Reality 
@COM_TLVZWP8069
Ka 
@MX_631
99 
@HYZR99
Dog 
@DOGLV246
Allah 
@ISBN711
AI @AIFTCPGW
Cs 
@KJD70Q59
Sobek 
@FT
 @METROUK
 @business
 @cnnbusiness
 @bbcbusiness
 @CNBCi
 @Google
 @IBM
 @GOOGLEZ
 @FT",,
dr house edm,@drhouseedm,2020-10-27T10:37:34.000Z,"@PayPal
 @lastfm
 Please consider moving away from reCAPTCHA. It has gotten incredibly out of hand and you should stop equipping Google's AI wet dreams. Too many attempts to verify which could be mitigated by 2FA or an emailed link.",,
trustedtraveller,@trustdtravelr,2020-10-27T10:18:34.000Z,"Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
Scarab,@ScarabOfficial,2020-10-27T09:33:13.000Z,"Meanwhile, everyone is still impatiently waiting on Google to release #TensorFlow 2.4.0 with full #NVidia #Ampere #GPU support, so that 30 Series cards can be used correctly for #AI #DL #NeuralNetworks.",1,
trstdtravlr,@trstdtravlr,2020-10-27T09:28:35.000Z,"I think Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
Pragmatic,@PR4GM47IC,2020-10-27T09:18:41.000Z,"Well thats explains alot then. Google has an AI algorithm that feed you information that it knows you'd want to click based off the things you clicked on before. It builds data on you, if google is your only source youve only read things that confirm your own inherent biases.",,
Jhumta Mauji,@JhoomtaMauji,2020-10-27T08:25:02.000Z,"""AI"" this is our own created thing and pehle google & fb karta tha now mobilephone bhi karlete hain",,1
Caine (sketch/dev account),@ikiaikainen,2020-10-27T08:22:23.000Z,Same for both! And i often THINK I know what someone looks like but when i actually look at them it's like their face keeps changing like Google deep dream ai and I'm like oh i remembered this face wrong after all,,
Pankaj Malhotra,@Inv1cta,2020-10-27T06:42:37.000Z,"I feel if someone can create a product like Google assistant or Alexa where it can understand all the jargons of medical/dental and we can just dictate and it can note it in. With AI, I feel it is possible.",,1
Aakash Dhruva,@dhruva_aakash,2020-10-27T06:40:23.000Z,"Alexa has much better integration with different skills and brand range is vast. The advantage of Nest is native Google search. However, AI of Alexa is growing at a scary rate and could surpass Google’s capabilities.",,2
Emi Yusa,@EmiYusa10,2020-10-27T06:22:27.000Z,ah cool. Wtf is Google doing with all our data. Perhaps too much to train their AI... *puts on tinfoil hat*,,1
silly cheesesteak,@deviantsnart,2020-10-27T05:13:58.000Z,"pro tip: whenever you have to do one of those captcha things where google is trying to make your train their AI how to figure out what traffic lights are for free, pick a couple squares that totally don’t have traffic lights in them too. keep it interesting",,9
bitsCrunch | Insights for a better future of NFTs,@bitsCrunch,2020-10-27T04:14:04.000Z,"GoogleAI introduces-Performer, a Transformer architecture wit attention mechanisms tat scale linearly, reduction in space & time complexity, along with lower energy costs by improving inference speed.
#machinelearning #deeplearning #ai #bitscrunch #googleai #google #transformer",2,3
igum,@EmigumLars,2020-10-27T03:48:32.000Z,"Google uses AI to learn about you in order to deliver the most relevant search result. 

Youtube uses AI to learn about your interest to show you relevant recommendation. 

Grammarly uses AI to correct your grammar in natural manner.

AI = better customer experience",,
Esmael,@maellv_,2020-10-27T03:32:24.000Z,"pesquisa no Google ai parca, “wild rift apk obb”",,
Human Alexas,@HumanAlexas,2020-10-27T01:40:27.000Z,"So, who should decide which name/group of people will be impacted? 
@amazon
 made a decision that has resulted in #Alexas dealing with name changes, harassment, job/educational impact, restrictions, etc. 

#Google impacts no one. Maybe we need to follow Google's lead. #AI",,
