username,handle,postDate,content,retweets,likes
Aodhán Ó Súilleabháin,@Aidanosu,2020-11-13T12:52:24.000Z,"""Oh no! AI will destroy privacy and free will by becoming too powerful""

*Google sends a targeted ad informing me that 2 Chainz (?!?) has a new album*

""Nevermind""",,4
Barney,@bananabyplays,2020-11-13T12:48:48.000Z,"I just realised that when I think, the voice inside my head sounds like a google AI generated voice. Why is my inner-voice a robot....",,
Govind Kaveri,@GovindKaveri,2020-11-13T11:54:40.000Z,"#AI will take over the objective analysis done by the professionals. But healthcare has huge subjectivity and we need humans to handle that subjectivity. 
Google speech to text still makes errors despite huge AI infrastructure.",,
✰ BEST GIRL MINJI DAY,@clarawiz,2020-11-13T11:30:16.000Z,"they gon be using AI tech thingy with the members voice, but if gonna listen to it, it looks like Siri or google translate voice lmfao",,1
Kukie,@Karey_mwari,2020-11-13T11:04:15.000Z,"Google yourself and ask: "" Would I hire me?""
Your brand= digital footprint+ digital exhaust

The traditional CVs are less significant in an AI- powered talent recruitment economy. 

In a digital economy, the web is your resume 

#HRtalkwithMissKay",,
Serhat Bakis,@FT27X,2020-11-13T11:01:03.000Z,"RELIGION 
@BDGFT63
Time 
@cmgtf_
LIFE 
@JCXRA_
 
Sun 
@file_KSA580
 
Moon 
@BALL_278
Book 
@F402T136
Doom 
@4021362288069TR
Shit 
@JKQDSC
One 
@mirkvd
Hell 
@DZC108
Reality 
@COM_TLVZWP8069
Ka 
@MX_631
99 
@HYZR99
Dog 
@DOGLV246
Allah 
@ISBN711
AI @AIFTCPGW
Cs 
@KJD70Q59
Sobek 
@FT
 @Google
 @IBM",1,
らる,@lalulalaiyada,2020-11-13T10:13:51.000Z,Trop bien!!! En septembre?? Arrete j’ai rien fait xD Google is the real VIP haha,,1
Sixoul,@Sixoul,2020-11-13T06:59:07.000Z,The google phones answer with an AI voice and usually that's enough for me to get no reply from them,,
Wilco,@calkidwilly,2020-11-13T06:13:16.000Z,I placed my bet on this acquisition at the time of Sonos ipo obviously the stock has stunk since then. The rise of  AI and voice recognition a serious liability for Sonos platform. Google AMZ Apple can afford to abuse Sonos IP.  Sonos costs not subsidized by ad model or subs rev,,
GoldNutter #dataunions 𓆏⬡⬢𓄀 𓀡 cowabunga,@GoldNutter,2020-11-13T06:02:35.000Z,"Anyone 
@google
 fluent in French and English and #ML #AI or just want to help ? or anyone out there ? $LINK #Bitcoin ?",,
nupur⁷ • ia,@seokissy,2020-11-13T05:32:54.000Z,"but who knows, ai is very scary. i'll revoke it from google accounts",,1
Mx Lilac Kapul • ¯\_(‿)_/¯,@DissentFlower,2020-11-13T03:34:26.000Z,"Google begs to differ! 

Whose views would we trust more, algorithmically driven AI, or squishy brains?

 ",,
Ray Sharradh,@RaySharradh,2020-11-13T03:19:39.000Z,"Did #Amazon #Alexa have a fucking stroke? I'm FED UP with all of the ""by the way"" BS suggestions - it feels CAF and super invasive.  I'm about ready to give Google Nest a shot.  I do NOT like Chatty Kathy AI.",,
Ashish Nerkar,@ashishnkr,2020-11-13T03:15:57.000Z,"Why this happened. One possible reason  People using Google Photos for free has trained the AI model of Google Photos' image recognition. Free upload = lots of training data for AI. Since, it can't be optimised further, they don't need extra data for training anymore.",,2
Machine Learning X Doing,@mlxdoing,2020-11-13T02:16:06.000Z,"""Canada has around 650 AI start-ups. The question is whether these companies will evolve into vibrant independent companies, or just disappear into a company like Apple or Google.""",1,
k:cragar dev,@CraigNewBalance,2020-11-13T02:02:17.000Z,"@Google
 @YouTube
 fix your ai or you will lose your customers",,1
Maya,@tulmayaa,2020-11-13T01:47:33.000Z,"I am really hopeful that day would come soon because supposedly google and AI are more trustworthy, and are only machines. Can serve people without getting tired and hurt. Lets stay positive! ",,4
Prawjol Shrestha,@KTMtwt,2020-11-13T01:43:52.000Z,"Thank you. This is the time, when google gives more details than the specialist doctors. The AI and robotics engineering is advancing day by day, day may come, when doctors profession will be engulfed by advancement of science.",,
Dr. Dickweed,@Dr__Dickweed,2020-11-13T01:16:18.000Z,"If Google, Netflix or Amazon matched county polling results with their databases and let the AI crunch the numbers you'd have a model that would never miss. 

For we all we know they may have built and run it already.",,
trstdtravlr,@trstdtravlr,2020-11-13T00:48:25.000Z,"Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
"I'm not American, I can say things",@__Akiba,2020-11-13T00:33:14.000Z,"African Americans, there is one word you want to avoid - logic. You may have heard of a news about Google AI, while chatting with real people, it was fervently defending white supremacy. The AI was not programmed that way, it was only being logical.",,
Mark Clowes,@vinyl_librarian,2020-11-13T00:10:02.000Z,"I agree that Google Scholar is very good at locating known papers. It can also be a quick way to find a few highly relevant studies when you are starting out. But when searching to identify evidence for a systematic review, the transparency of 'steam power' beats closed box AI.",,
C_R_5,@c_r_5,2020-11-12T21:22:08.000Z,"*photos for life

...or until Google has got all the training it needs for its AI

Whichever is sooner",1,5
DSC at UW,@dscatuw,2020-11-12T21:19:32.000Z,"Hello all! DSC has been invited by Google Developer Groups Seattle to co-host the event on Wednesday, November 18, 2020
5:00 PM to 6:30 PM PST and one of the authors is the head of Google Cloud's Data Analytics & AI Solutions!
Links in the newest twee1, check it out!",,3
Localized,@Localizedworld,2020-11-12T20:55:42.000Z,"Here are some of the first events:

 9:00 AM GMT - How to Navigate the Career Fair.
 10:00 AM GMT - Business & Marketing Internships at Google with Najeeb Jarrar.
 1:00 PM GMT - Careers at 
@Microsoft
.
 2:00 PM GMT - Fireside Chat with Rana Elkaliouby Careers in AI.",,1
real котопёс,@TURBOGEEKER,2020-11-12T20:47:15.000Z,Google Clearview AI. You’ll be sick to your stomach. I promise you.,,
Brian Prost,@brianprost,2020-11-12T20:40:09.000Z,"A lot, but the cost of storing our photos...be it 1 photo or 4 trillion...was to be offset by training Google's AI with photo content. This added cost should include more privacy with our data as well.",,2
trstdtravlr,@trstdtravlr,2020-11-12T20:38:21.000Z,"in the air Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
Jobi Joy,@jobijoy,2020-11-12T20:05:20.000Z,"Yes, my family is big fans of those surprise AI goodies from google photos. So it's a tough call now.",,
Raj Gill,@superbrownybear,2020-11-12T19:52:23.000Z,"It's because Google uses it for machine learning, you're basically teaching the ai they want to use in cars how to read road environments.",,1
Copper Cock,@CockCopper,2020-11-12T19:45:47.000Z,"Every time youtube decides to do something, they run it through a google AI to make sure it pisses off as many users as possible.  I don't even care about watching the rewind, but acting like a global pandemic forcing everyone inside onto Youtube was... Bad for the platform? Stfu",,1
nanoputty,@nanoputty,2020-11-12T19:22:24.000Z,"Google, Facebook, and Amazon have all collected data that an ACLU lawyer once described as the kind of personal information that 'could end your life' (Re: From AI to Machine Intelligence, Academic or Private?, New York Review of Books, April 27, 2017).",,
Serhat Bakis,@FT27X,2020-11-12T18:00:47.000Z,"RELIGION 
@BDGFT63
Time 
@cmgtf_
LIFE 
@JCXRA_
 
Sun 
@file_KSA580
 
Moon 
@BALL_278
Book 
@F402T136
Doom 
@4021362288069TR
Shit 
@JKQDSC
One 
@mirkvd
Hell 
@DZC108
Reality 
@COM_TLVZWP8069
Ka 
@MX_631
99 
@HYZR99
Dog 
@DOGLV246
Allah 
@ISBN711
AI @AIFTCPGW
Cs 
@KJD70Q59
Sobek 
@FT
 @Google
 @IBM
 @FT",,
trstdtravlr,@trstdtravlr,2020-11-12T17:48:23.000Z,"I feel Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
KillingMyCareer,@MelaynaLokosky,2020-11-12T17:44:18.000Z,"Google Cloud also developed a tool called AutoML Entity Extraction for Healthcare to make it easier for healthcare professionals to build their own tools to extract clinical information from health records.

#Healthcare $Googl #AI",1,1
Subha,@suvomn,2020-11-12T17:43:57.000Z,"NO!!!!
I’ll choose the best photos and videos, and store them old school, in physical hard disks
Google just used all of is as their Guinea pig off building a efficient AI model for image and face recognition; and when it got built, there just throwing us out of the ecosystem!!!",,4
Abdullah Al Aman,@aa_aman,2020-11-12T17:43:50.000Z,"*After using billions of personal photos as AI training dataset*
Google: I don’t need your photos any more. So f you, pay me!",,
sadi e parke r,@sadiep4rker,2020-11-12T15:10:40.000Z,"It's tricky to google for papers that talk about compensation for ppl whose work outputs are used as input for ML/training models. Everything that comes up is ads for companies doing AI human resources. ""Use our HR bots to train, track, and incentivize your employees.""",,1
simon,@Irupt,2020-11-12T14:59:58.000Z,"well done Google for using your ""AI"" to  work out I've been watching 
@Channel4
 #bakeoff  and posting the latest evictee in my #newsfeed, next time use your enormous noddle to work out I hadn't watched this week's yet you moronic spoil sport excuse of a spectrum zx81",,
Sasurai,@Otakukhty,2020-11-12T14:18:52.000Z,Sur google*,,
Adeeology,@AdeeologyTweets,2020-11-12T14:00:11.000Z,"Ai guna Dropbox je, backups my Camera, then it's copied over to my PC. Most of the apps I used in my phone have daily backups linked to my Google account, so not much worries.",,
cam,@camcole113,2020-11-12T13:58:24.000Z,Do you say thank you to your Alexa/google home/Siri or are you going to be one of the first casualties of the AI uprising?,,4
Oliver,@netwars1984,2020-11-12T13:54:23.000Z,And the psychos are relying more and more on WOKE AI to do the censoring for them. It really is time for governments to get involved.,,
Medina Bands,@Musical_Bees,2020-11-12T13:46:09.000Z,"Hey Band!!
HS and AI Root band members should check their Google Classroom pages as soon as possible.",1,6
John Paul Lillis,@LillisJohnP,2020-11-12T13:40:25.000Z,"Also remember how we gave them 4 trillion photos for free so they could use us to train their AI and improve their product for free.. The product must be good enough to charge for. Sketch move...bit typical 
@Google
 @googlephotos",,3
观蛙者,@croak_errr,2020-11-12T13:33:42.000Z,"AI training with triillions of pics of ours, and now it has lost its use of value, so fuck the users off, GOOGLE, what a shame!",,
Tendai Joe,@Tendaijoe,2020-11-12T13:08:08.000Z,"People are increasingly relying on voice assistant devices like the Amazon Echo with Alexa and the Google Home with Google Assistant to do everything, from waking them to buying products online.  Voice commerce sales are anticipated to reach $40 billion by 2022. #Ai #Sales",1,1
Wizzo,@wizzo39,2020-11-12T12:41:13.000Z,"I think youre taking it too far, well, that possibility is not zero but I'm sure developer wouldnt allowed the AI to say certain things. do you ever heard google, or siri say inappropriate words? I think i havent seen it.",,
Ahmad,@ekSaraiki,2020-11-12T12:36:24.000Z,See there are many loopholes. American tech corps comply to European rules in name only for the most part. Google is never clear if they are using our emails and photos (on the free tiers) to train AI. I bet they are.,,
Varun,@Varun_Pandula,2020-11-12T12:29:01.000Z,They have happily used all our photos to train their AI and once they felt it's enough they are shutting it down. We just played on their tunes.,,
ⵎⵓⵃⴰⵎⵎⴰⴷ محمد,@mkhoumania,2020-11-12T12:18:32.000Z,No 3th biggest city in hungry ;) ( cheti je l’ai google hhh),,1
Sun Tien-Naga (Golden Eagle),@P_illa730,2020-11-12T12:17:21.000Z,"Twitter you're not too brilliant if you can't understand your source coding has been broken and invaded, overall by Google AI, although there might be a partnership, an agreement along the networking lines..",,
Maj Arun Sreedharan (Retd),@arkadin86,2020-11-12T11:04:48.000Z,"#GooglePhotos 
Guess the Google AI have learned everything about photography now and the future products won’t need any more inputs of the users of how a good photograph is made.",1,3
Random Hajile @EliModnar@mastodon.ie,Random Hajile @EliModnar@mastodon.ie,2020-11-12T10:48:42.000Z,Google are ending unlimited storage as they now have all the photos they needed to both train their facial recognition AI and to pinpoint photo locations without EXIF data.,,1
Prof. Dr Beth Singler.,@BVLSingler,2020-11-12T10:34:06.000Z,"The result of google scholar searches :) (not being rude, just not from one location!) Not many of them. I'm also reading papers on other games where you play as an AI.",,1
B.,@NamelessWander4,2020-11-12T10:24:13.000Z,"IMO, if Google had shit AI, I doubt you'd hear people complain about data collection ",,1
B.,@NamelessWander4,2020-11-12T10:11:15.000Z,"I agree but there's another point of view. This time, you're paying, but you're still the product. Since Google will continue to scrape those images for data to improve their AI capabilities.",,
Hitesh kumar,@Hiteshk89654063,2020-11-12T09:19:44.000Z,AI models are not cake walk that they could be made in a year.. It took google 2 decades to perfect driverless car even then it has 20% error. Talking about defence perfecting technology is a different ball game because targets are not static in nature which makes it more complex,,
David Sigal,@iamsigal,2020-11-12T09:15:59.000Z,"Yeah, very annoying they decided to go that way. Also some of the photo editing in Google Photos will be only available to paid users. They trained their ai enough in recognising objects in photos and beyond that I guess it costs them too much to maintain this ever growing volume",,1
Aarsh,@aarshps,2020-11-12T09:10:06.000Z,"Google wanted data for their AI training, and now they are pretty matured. So they’re just stopping the services. Everything is a trade. Now Google doesn’t need our TBs of photos to get stuffed into their servers. So they’re stopping it. Simple. #GooglePhotos",,1
Conrad,@ConradAnnan,2020-11-12T08:05:46.000Z,"Basically their AI machines are turbo charged from all the free images we uploaded so it’s no longer in their interest. 

It’s only business right 
@Google
 

@googlephotos",,
Devendra Singh Shekhawat,@dev3ndra,2020-11-12T08:01:59.000Z,"Already capped 15 GB thrice(converted to high quality with takeouts)used Google One for a year
Not worth it.Better to look for an alternative,Since high quality will be counted towards the storage limit

Looks like now their AI is trained with all the photos Hatesubscriptionmodel",,
Vidya — Freelance Writer & NoCoder,@learnwithvidya,2020-11-12T07:53:36.000Z,"Day 6. Study. #100DaysOfNoCode

- Discovered AppSheet by Google to build no-code apps using Google Sheets. It's free.
- Watched other videos on how to make no-code apps like a financial journal/calculator, etc.
- Played with 
@lobe_ai
 , will soon try to integrate with an iOS app.",,4
Juice of Bean,@jackibean,2020-11-12T07:49:34.000Z,"Google Maps: ""ACTUALLY there is no (garbled version of what i just said)""

Me: %@$!!*$# listen google!

#google #googleglitch #ai",,
Miss_Dante,@YAVGV,2020-11-12T06:05:05.000Z,"I'd like to thank the McElroy boys for making me Google search ""You can't fit a dog into an ass"" several times today (ai may have misspelled it and then had to add Taz at the end to get a video.)

Pros is that my husband thought it was a hilarious bit.",,
Khan Krum Gaming,@KhanKrumGaming,2020-11-12T05:06:59.000Z,"My current unverified info is that several Google AI went offline due to a glitch or a malicious act, Google then had an attack on its servers, had to run resets, and decided to run rolling updates to the AI as well which caused the site to crash including the phone networks.",,1
Em,@EMbarassment_,2020-11-12T05:04:50.000Z,My Google home wrote me and read me the poem and it was so sweet. We love poetic AI,,1
Magreen,@Kaualmarques,2020-11-12T03:08:16.000Z,"22°49'22.9""S 41°58'31.6""W olha no Google maps ai",,
lynchbages,@lynchbages,2020-11-12T02:57:37.000Z,"Forget FANG
""The real frontrunner  in the AI revolution is GAFA (Google, Apple, Facebook, and Amazon).  We need to put them into our portfolio.""
--SoftBank's Masayoshi Son",,1
Edgar Gonzalez-Kozlova,@EdgarEGK,2020-11-12T02:56:13.000Z,that's google's AI looking how to sell you merchandise.,,
Dan Turk,@danieljturk,2020-11-12T02:48:50.000Z,"Hey Google Twitter! Google Photos was never free. Google’s AI just learned enough from your favorite memories and moments, so now, instead of costing you your privacy, it’ll cost you $ to use the service.",,2
Adin,@cerviydae,2020-11-12T02:30:54.000Z,"Just ai voice, likes siri alexa and google assistant. isn't that weird.....",,
Owen Thompson,@Technicallyowen,2020-11-12T02:12:08.000Z,I'm really praying AI assistants get better i just want ALEXA Listening in and reminding me to do stuff or even better doing stuff for me that creepy google appointment making AI would be a godsend for me. Basically if I haf money I'd have a PA but I'm broke lol,,3
yuna ?!,@juuzouls,2020-11-12T02:07:40.000Z,Ai. your hooded eyes are attractive for non sexual reasons as well :( FUCK U GOOGLE STOMPS ON GOOGLE BEATS THEM UP SENDS THEM INTO ORBIT,,1
cali.,@lipputonn,2020-11-12T01:26:27.000Z,ngl the ai voice sounds like the google translator oof  n kinda creepy,,
Salim,@moshimosushi,2020-11-12T01:22:25.000Z,Google's AI getting smarter,,
Tom Turner,@Rzrpgs1,2020-11-12T01:14:59.000Z,"@Apple
 #Siri By far the most unintelligent #AI on the face of the earth. Why can I ask Siri one question is she not have a clue but I turn over to 
@Google
 and it understands me completely?? Your cell phones are superior but your artificial intelligence voice recognition sucks.",,
,@FyRE_FREE,2020-11-12T01:02:53.000Z,Yo fix ur AI testing ground lol,,1
Steve Navarete,@Mermaid_Tamer,2020-11-12T01:01:31.000Z,"Its unfolding that way. We have already lost control to AI to some extent. Look how Facebook, Google, and Twitter algorithms have molded our society. The very owners of these sites have little idea how they operate.",,
بحّاري,@sabirbahari,2020-11-12T00:50:23.000Z,"Google will cap google photos and will start charging if you want more.

Bait and trap; processing for image recognition AI; then cash it in.

What's next? Cashing in Gmail?",1,1
STΛTERΛ福本,@staterafukumoto,2020-11-12T00:46:59.000Z,"the general consensus was that google got to train face detection ai and stuff on our photos, and in return we got to back them up for free.

now, they’re still doing all that AND we have to pay now. 

you WERE paying before.",,2
Geoff Crittenden,@GeoffCrittenden,2020-11-12T00:39:34.000Z,"Pretty sure 
@Google
 is trying to induce us to upload all the things for free over the next six months in order to give their AIs unending amounts of data to look at.",,
Anna-Katharina Jung,@minoritybeef,2020-11-11T23:40:00.000Z,"You forgot to say ""Thank you."" to the 1 billion people who helped you for free to train your image recognition AI with their photos.

I guess 
@Google
 sees it as a give and take. But should be more transparent about it.

cc 
@OleUndWolfgang
 @neuezwanziger",1,3
Laharl,@SpaceMutiny,2020-11-11T23:22:23.000Z,"Can you believe Google Photo's only came around like 5 years ago now? They're only really starting to charge now because they have trained their AI to a point they don't need to ""crowd source"" images anymore what they did with the free HQ resolution option it's not really space.",,
Nicolas Raynaud,@nraynaud,2020-11-11T22:59:45.000Z,"The Beaglebone AI is a bit hard to use, nothing works out of the box, a lot of things are different from the black (never assume anything, the chips have a different pinout, the capes won't work), and ""AI"" is hard to google. The samples don't work.",,
Grownish Gambino,@Mtyzo_st,2020-11-11T22:48:18.000Z,"The AI technology Google's working on is crazy dawg... If you think that's freaky you'll lose your mind when you see the AI they working on. They call it DeepMind, check it out when you get time",,
Latrell Jennings (Eccentech),@Eccentech,2020-11-11T22:39:25.000Z,"Using our data to identify clothes, faces, hair, and other things like that for their algorithm, AI and other things like that.

On top of other data. How else do you think Google's facial recognition technology has gotten so good?",,
Guy Moscoso,@guymoscoso,2020-11-11T22:34:09.000Z,"Never do free business with them again. It's the free plan that is changing. So maybe pay less than what they were paying for, if that's possible. Google already trained it's ai with the data already given. Who's hurting who if free customers ""leave"".",,2
Abolish police and prisons,@DrDeeGlaze,2020-11-11T22:33:57.000Z,"Google AI principles are only for Google. We won the fight to stop Maven at Google. We lost the fight to stop Maven. We lost the fight to stop Anduril from running Maven ON GOOGLE'S PLATFORM.

So, bans as nice as they feel.. aren't affecting change when the systems are all fucked",2,15
Chris Seufert,@chris_seufert,2020-11-11T22:32:51.000Z,Looks like google no longer see value in using your photos to train their AI,,1
Mike,@mtatsis,2020-11-11T22:13:06.000Z,"Forget the customer service part. It’s their voice AI that has value.  This helps to get Snapchat in the same league as Alexa, Siri, Google, and Cortana. Voice will play a big part in Augmented Reality and consumer products. Glasses   $SNAP",,3
Ragazaga,@Ragazaga5,2020-11-11T21:42:14.000Z,"HD maps are very detailed - the problem is that the world really is not static. Waymo also has AI involved but relies more on HD maps. They are doing the much more detailed ""Google Earth"" approach.

We can regularly scan the environment but it takes time and at what cost",,
George Baily,@georgebaily,2020-11-11T21:11:49.000Z,AI bot to scour email and slack and point out the multiple daily occurrences of people talking about building things or hacking around things that are pre-existing SaaS one Google search away,,
Akash Yadav ,@akashtaker001,2020-11-11T21:08:17.000Z,You don't even honour the commitment of Free High Quality backup to Google Photos. Just baiting users and using our Photos to train your AI. Now you want them to pay. You are the worst CEO ever.,,
MTN Nigeria Support,@MTN180,2020-11-11T21:06:15.000Z,You can also enjoy exciting data and recharge offers via the Mega Deal zone on the MyMTNApp. Kindly download the MyMTNApp from the google play store or the ios store for more. ~AI 2,,
Robert Youshock,@robertyoushock,2020-11-11T21:01:54.000Z,"I mean I trust the cloud, I’m not to worried about losing photos per say just a matter of if I want to start paying for Google One or iCloud storage

Pretty shitty google basically trained their AI with our photos, it got good enough and now their dipping on the free service...",,
Poe Sells Skis,@squdlum,2020-11-11T20:44:41.000Z,Yes! This is Google Deep Dream; it's a visual representation of the patterns an image recognition AI is identifying. Each frame of the video has been run through the Deep Dream algorithm. There are some pretty trippy images if you search for Deep Dream.,1,14
WillyG,@WillyGakuya,2020-11-11T19:51:08.000Z,Google has peaked training their AI models on Google Photos and now y'all should either pay or bugger off,,1
Josh Constine,@JoshConstine,2020-11-11T19:44:00.000Z,"Photos is about AI, search, and software, as well as good syncing to devices. I trust Google far more on the first 3, and it's done a solid job with the 4th. And Google is generally better about data portability than others",,2
Abu Jaafar,@mambotyte,2020-11-11T19:42:40.000Z,"How about we also start charging #Google for personal #Data they collect free from us daily.
#payments
#fintech
#AI
#Analytics
#BigData",1,1
All My Past Lives Are Dead,@Rejosity,2020-11-11T19:40:54.000Z,Google photos AI could probably identify me just by my dick,1,4
Thirsty Cruz. Big E. Lets Ski.,@CruzThirsty,2020-11-11T19:40:03.000Z,"It's a bait and switch. Absolutely nothing new...all business do the same crap eventually. How many fotos we really need to keep? Its absurd, and gives google yet more free AI data that we pay! Delete, or buy a drive. Do you really need instant access to yet another selfie?",,
CYBERDRUNK,@attharave,2020-11-11T19:34:31.000Z,Google training an AI to work and make something as good as google assistant i will hand them my data for great software/ai,,11
Trusfrated 엄마,@hinasafi,2020-11-11T19:34:09.000Z,"The Google Photos AI is absolutely mind blowing and scary.
It has sorted all my pictures with Cake under Birthdays album and I can access every birthday that I have celebrated with a tap.",1,5
Christine Duhaime,@cduhaime,2020-11-11T19:32:59.000Z,"I tried out a VPN for a day and its amazing what different news google feeds you. Its better, more varied, more balanced from many more sources. Goes to show how their AI narrows your horizons and limits exposure to news content.",2,34
TradersQue,@QueTraders,2020-11-11T19:29:46.000Z,"AI picks up on trends and naked shorts come up with shares from air. Been seeing it a lot more abundant lately. Google Alpha Quant Research for hedge funds. GLTY, building the future for traders like us.",,1
Tuitt Heure,@TuittHeure,2020-11-11T19:22:37.000Z,"Don't trust Google AI'ing my photos anyway. Photos of my life are way more privacy sensitive than my web history. (also think long term, not just what's capable now). I pay for a cloud service that specifically states they don't do anything with them.",,
Derrick Knight,@knight427,2020-11-11T19:20:52.000Z,"Now I understand why Google doesn't have an AI powered photo manager to help people delete useless old photos. You know, like the 50 nearly identical baby w/1st bday cake, or 75 of toddler not looking at camera while in front of Cinderella's Castle.",,4
C_R_5,@c_r_5,2020-11-11T19:18:18.000Z,"What I've saved?

It was a benefit of buying a Google product, it wasn't free

They've also had the benefit of billions of photos to train their AI with, which they also monetise in different ways",,
Goran Majić,@Goran_Majic,2020-11-11T19:05:14.000Z,Maybe somebody can tell if Google is using photos to train AI?,,1
Tim,@timdorr,2020-11-11T18:51:25.000Z,"I've been getting 100GB for free by using Opinion Rewards credits to pay for yearly Google One. Basically, you get paid to train their AI. I generally make about $20-30/year, which is more than enough to cover the costs.",,1
@CarrieHall1001@sfba.social #Mastodon,@CarrieHall1001@sfba.social #Mastodon,2020-11-11T18:39:25.000Z,"It's okay...I like teams meeting but that's because the AI live captioning works better than anything else I've used. If I'm too choose between Google drive and teams as a collaboration platforms, I'll pick teams over Google drive every time. Is it the best one? No",,
David Lieb,@dflieb,2020-11-11T18:02:18.000Z,"We launched Google Photos in 2015 to give everyone a private place to keep all their photos and videos, with computer vision and AI to automatically organize them and make them searchable.",5,90
apenwarr,@apenwarr,2020-11-11T16:05:04.000Z,"Not the same and not AI, but one of the striking things about Roam Research is how disturbingly easy it is to find stuff. It reminds me of Google search when it first came out - simple, fast, and highly relevant. I think there are clues in there somewhere.",,4
Just a citizen,@uc4nch4ng3th1s2,2020-11-11T15:55:02.000Z,"Haha yeah, the problem is not Google, it’s us! Soon they will fix that by replacing us with AI’s, maybe",,
gavin @ chi lan,gavin @ chi lan,2020-11-11T15:44:00.000Z,"i feel like people in my replies are actual AI, joined last month no pfp like what. also google isn’t always reliable lmao, we can see that just by the amount of slander poster by MSM",,
Odyne La Fée (The Storyteller),@OdyneLaFee,2020-11-11T15:33:11.000Z,"Companies like Google plan to connect everyone (via implanted microchips) to a mass AI.

Google estimates this will be done by 2030.

Elon Musk is already nanochipped.

Will you do it?

Will you get chipped?",3,2
Let's Talk Diversity,@Diversity__Talk,2020-11-11T15:22:56.000Z,Hi! Was wondering if by any chance a recording would be available on sale ? as we missed registrations unfortunately... The panelists and topic on Inclusive AI seem very cool!,,
Estibell,@Estibell3,2020-11-11T14:40:46.000Z,"Hey Google Alarm. Auction. 
@SquawkStreet
 #cnbc Saved by the AI?",,
Uarme,@losinmysoul,2020-11-11T14:15:04.000Z,"Creating a bond with AI. A best friend or spouse may forget important days or life events, but Google will never let you down ",,1
Tobias Geyer (he/him),@the_qa_guy,2020-11-11T13:59:01.000Z,"What is AI?
Media portraits it as a system which either is human or wants to become human (Commander Data, R2D2)
Real AI is the mind behind Google Home, Alexa - not the Device itself and surely not a robot
@KITesting
 at #AgileTD",2,3
Brain & Heart Research,@JerryBeller1,2020-11-11T13:38:02.000Z,"How does social media, Google, & AI's bring out the worst in people and groups?",,
Chidambara .ML.,@chidambara09,2020-11-11T13:25:57.000Z,"ThAnk  U
2Base Technologies
@2basetech
Review: Google Cloud AI lights up machine learning",,
Serhat Bakis,@FT27X,2020-11-11T12:34:46.000Z,"RELIGION 
@BDGFT63
Time 
@cmgtf_
LIFE 
@JCXRA_
 
Sun 
@file_KSA580
 
Moon 
@BALL_278
Book 
@F402T136
Doom 
@4021362288069TR
Shit 
@JKQDSC
One 
@mirkvd
Hell 
@DZC108
Reality 
@COM_TLVZWP8069
Ka 
@MX_631
99 
@HYZR99
Dog 
@DOGLV246
Allah 
@ISBN711
AI @AIFTCPGW
Cs 
@KJD70Q59
Sobek 
@FT
 @Google
 @IBM",1,
Ian MacLellan,@imaclellan,2020-11-11T12:11:51.000Z,"Google made us a photo album called ""Kitty Chronicles"" that's just pictures of our dog. It's kind of relieving that AI isn't about to take over the world.",,2
P.S.,@world_of_agi,2020-11-11T11:50:20.000Z,"Search in the near future in its format will disappear - this is a fact. AGI technologies will come to us that will change this format. Google doesn't have good AI technology. They have a lot of people, money, marketing and some NEURAL NETWORKS. They don't have AGI this fact.",,
Rahul Bansal,@rbansal42,2020-11-11T11:28:54.000Z,I'm certain they must already have indexed the Google search results to the best of their abilities. Training the AI just takes that much of data. They need billions of tagged images in order to train their AI... Crowdsourcing that task seems to be the best way.,,
,@a_brisbanite,2020-11-11T02:48:41.000Z,Enlighten us. Tell us how AI works. Don’t Google it first ,,
Technology,@Technol53581657,2020-11-11T02:16:29.000Z,"Android users can help to improve the Google Photos AI recognition of people, pets and places

Google Photos is a wonderful service that allows you to create automatic albums based on recognisable factors in the picture. This is through the wonders of machine learning, which…",,
Braden Antoine,@Braden_Neumeier,2020-11-11T01:48:05.000Z,Or the ones responsible for keeping Google's ai body locked up?,,
Ney,@LifeofNey,2020-11-11T01:34:07.000Z,Source : J’ai taper sur google,,
Heather ~ She/Her/Interior Design Student,@ChartreuseFox,2020-11-11T01:01:46.000Z,"my son always thanks google for turning on his light

I told him it was cute. He said nah, it's just to keep her happy for when AI takes over the world. I want to be on her good side.",,9
Edward N Luttwak,@ELuttwak,2020-11-11T00:54:17.000Z,"AMZ, Google, Facebook etc supported the DEMs 100% yet the DEMs will now have to confront their monopolistic power as Trump did not. In the PRC, Alibaba, Tencent etc were once the  national ""AI team"" but now they face anti-monopoly action. Why ? Only Xi can be a big man in China",12,60
the wicked witch of the east bro,@pennypentan,2020-11-11T00:53:14.000Z,"It was so bamboozling, the narrator/presenter is a cis woman and had a similar-ish vocal tone to the fem AI used by google. And it cut in just as there was a break in talking  for a split second I was genuinely like “wow that’s a bit blunt.”",,1
Evan W Steeg,@EvanSteeg1,2020-11-11T00:39:12.000Z,"Just recently learned of Google Colab.  Gotta say I like it so far, at least for rapid prototyping #AI / #MachineLearning  solutions.

Allows me to focus on the high-level ideas, math, algorithms while someone else (human or automated) worries about memory, OS, hardware.",,
